wordID,word,pos,definition
5543,survive,v. t.,To live beyond the life or existence of
5544,survivor,n.,"One who survives or outlives another person, or any time, event, or thing"
5545,suspect,a.,Suspicious
5546,suspected,imp. & p. p.,of Suspect
5547,suspended,imp. & p. p.,of Suspend
5548,suspension,n.,"The act of suspending, or the state of being suspended"
5549,sustained,imp. & p. p.,of Sustain
5550,sustainable,a.,Capable of being sustained or maintained
5551,swap,v. i.,To strike
5552,swedish,a.,Of or pertaining to Sweden or its inhabitants
5553,sweet,superl.,Having an agreeable taste or flavor such as that of sugar
5554,swift,v. i.,Moving a great distance in a short time
5555,swimming,p. pr. & vb. n.,of Swim
5556,swim,v. i.,To be supported by water or other fluid
5557,swing,v. i.,"To move to and fro, as a body suspended in the air"
5558,swiss,n.sing. & pl.,A native or inhabitant of Switzerland
5559,switch,n.,"A small, flexible twig or rod"
5560,switched,imp. & p. p.,of Switch
5561,switching,p. pr. & vb. n.,of Switch
5562,sword,n.,"An offensive weapon, having a long and usually sharp/pointed blade with a cutting edge or edges"
5563,symbol,n.,A visible sign or representation of an idea
5564,sympathy,n.,Feeling corresponding to that which another feels
5565,symphony,n.,"A consonance or harmony of sounds, agreeable to the ear, whether the sounds are vocal or instrumental, or both"
5566,symposium,n.,A drinking together
5567,syndicate,n.,The office or jurisdiction of a syndic
5568,syndrome,n.,Concurrence
5569,synopsis,n.,"A general view, or a collection of heads or parts so arranged as to exhibit a general view of the whole"
5570,syntax,n.,Connected system or order
5571,synthesis,n.,"Composition, or the putting of two or more things together, as in compounding medicines"
5572,synthetic,a.,Alt
5573,syracuse,n.,A red wine of Italy
5574,system,n.,"An assemblage of objects arranged in regular subordination, or after some distinct method, usually logical or scientific"
5575,systematic,a.,Alt
5576,t,0,"the twentieth letter of the English alphabet, is a nonvocal consonant"
5577,ta,v. t.,To take
5578,tab,n.,The flap or latchet of a shoe fastened with a string or a buckle
5579,table,n.,"A smooth, flat surface, like the side of a board"
5580,tablet,n.,A small table or flat surface
5581,tackle,n.,"Apparatus for raising or lowering heavy weights, consisting of a rope and pulley blocks"
5582,tactics,n.,"The science and art of disposing military and naval forces in order for battle, and performing military and naval evolutions"
5583,tag,n.,"Any slight appendage, as to an article of dress"
5584,tagged,imp. & p. p.,of Tag
5585,tail,n.,Limitation
5586,take,p. p.,Taken
5587,took,imp.,of Take
5588,taking,p. pr. & vb. n.,of Take
5589,taken,0,p
5590,tale,n.,See Tael
5591,talent,v. t.,"Among the ancient Greeks, a weight and a denomination of money equal to 60 minae or 6,000 drachmae"
5592,talented,a.,Furnished with talents
5593,tales,n.,"Persons added to a jury, commonly from those in or about the courthouse, to make up any deficiency in the number of jurors regularly summoned, being like, or such as, the latter"
5594,talked,imp. & p. p.,of Talk
5595,talking,p. pr. & vb. n.,of Talk
5596,talk,n.,To utter words
5597,tall,superl.,High in stature
5598,tamil,a.,"Of or pertaining to the Tamils, or to their language"
5599,tan,n.,See Picul
5600,tank,n.,"A small Indian dry measure, averaging 240 grains in weight"
5601,tap,v. t.,To strike with a slight or gentle blow
5602,tape,n.,A narrow fillet or band of cotton or linen
5603,tar,n.,A sailor
5604,target,n.,"A kind of small shield or buckler, used as a defensive weapon in war"
5605,targeted,a.,"Furnished, armed, or protected, with a target"
5606,tariff,n.,"A schedule, system, or scheme of duties imposed by the government of a country upon goods imported or exported"
5607,task,v.,"Labor or study imposed by another, often in a definite quantity or amount"
5608,taste,v. t.,To try by the touch
5609,tattoo,n.,"A beat of drum, or sound of a trumpet or bugle, at night, giving notice to soldiers to retreat, or to repair to their quarters in garrison, or to their tents in camp"
5610,taught,a.,See Taut
5611,tax,n.,"A charge, especially a pecuniary burden which is imposed by authority"
5612,taxation,n.,"The act of laying a tax, or of imposing taxes, as on the subjects of a state, by government, or on the members of a corporation or company, by the proper authority"
5613,tea,n.,"The prepared leaves of a shrub, or small tree (Thea, / Camellia, Chinensis)"
5614,teaching,p. pr. & vb. n.,of Teach
5615,teach,v. t.,To impart the knowledge of
5616,teacher,n.,One who teaches or instructs
5617,team,n.,"A group of young animals, especially of young ducks"
5618,tear,n.,"A drop of the limpid, saline fluid secreted, normally in small amount, by the lachrymal gland, and diffused between the eye and the eyelids to moisten the parts and facilitate their motion"
5619,technical,a.,"Of or pertaining to the useful or mechanic arts, or to any science, business, or the like"
5620,technique,n.,"Same as Technic, n"
5621,technological,a.,Of or pertaining to technology
5622,technology,n.,Industrial science
5623,ted,v. t.,"To spread, or turn from the swath, and scatter for drying, as new-mowed grass"
5624,tee,n.,The mark aimed at in curling and in quoits
5625,teen,n.,Grief
5626,teenage,n.,The longer wood for making or mending fences
5627,teens,n. pl.,"The years of one's age having the termination -teen, beginning with thirteen and ending with nineteen"
5628,teeth,n.,pl
5629,telephone,n.,"An instrument for reproducing sounds, especially articulate speech, at a distance"
5630,telephony,n.,"The art or process of reproducing sounds at a distance, as with the telephone"
5631,telescope,n.,"An optical instrument used in viewing distant objects, as the heavenly bodies"
5632,told,imp. & p. p.,of Tell
5633,telling,p. pr. & vb. n.,of Tell
5634,tell,v. t.,"To mention one by one, or piece by piece"
5635,temperature,n.,Constitution
5636,template,n.,Same as Templet
5637,temple,n.,A contrivence used in a loom for keeping the web stretched transversely
5638,temporal,a.,Of or pertaining to the temple or temples
5639,temporarily,adv.,In a temporary manner
5640,temporary,a.,Lasting for a time only
5641,ten,a.,One more than nine
5642,tenant,n.,"One who holds or possesses lands, or other real estate, by any kind of right, whether in fee simple, in common, in severalty, for life, for years, or at will"
5643,tend,v. t.,To make a tender of
5644,tender,n.,One who tends
5645,tennis,n.,"A play in which a ball is driven to and fro, or kept in motion by striking it with a racket or with the open hand"
5646,tension,a.,The act of stretching or straining
5647,tent,n.,"A kind of wine of a deep red color, chiefly from Galicia or Malaga in Spain"
5648,term,n.,That which limits the extent of anything
5649,terminal,n.,Of or pertaining to the end or extremity
5650,termination,n.,"The act of terminating, or of limiting or setting bounds"
5651,terminology,n.,The doctrine of terms
5652,terrace,v.,"A raised level space, shelf, or platform of earth, supported on one or more sides by a wall, a bank of tuft, or the like, whether designed for use or pleasure"
5653,terrible,a.,"Adapted or likely to excite terror, awe, or dread"
5654,territories,pl. ,of Territory
5655,territory,n.,A large extent or tract of land
5656,terror,n.,Extreme fear
5657,terrorism,n.,"The act of terrorizing, or state of being terrorized"
5658,terrorist,n.,One who governs by terrorism or intimidation
5659,terry,n.,"A kind of heavy colored fabric, either all silk, or silk and worsted, or silk and cotton, often called terry velvet, used for upholstery and trimmings"
5660,test,n.,A cupel or cupelling hearth in which precious metals are melted for trial and refinement
5661,tested,imp. & p. p.,of Test
5662,testing,p. pr. & vb. n.,of Test
5663,tests,pl. ,of Testa
5664,testament,n.,"A solemn, authentic instrument in writing, by which a person declares his will as to disposal of his estate and effects after his death"
5665,testimony,n.,A solemn declaration or affirmation made for the purpose of establishing or proving some fact
5666,texas,n.,"A structure on the hurricane deck of a steamer, containing the pilot house, officers' cabins, etc"
5667,text,n.,A discourse or composition on which a note or commentary is written
5668,textile,a.,Pertaining to weaving or to woven fabrics
5669,texture,n.,The act or art of weaving
5670,th,0,"In Old English, the article the, when the following word began with a vowel, was often written with elision as if a part of the word"
5671,than,conj.,"A particle expressing comparison, used after certain adjectives and adverbs which express comparison or diversity, as more, better, other, otherwise, and the like"
5672,thanks,pl. ,of Thank
5673,thank,n.,A expression of gratitude
5674,thanksgiving,n.,"The act of rending thanks, or expressing gratitude for favors or mercies"
5675,that,"pron., a., conj., & adv.",As a demonstrative pronoun (pl
5676,the,v. i.,See Thee
5677,theater,n.,Alt
5678,theatre,n.,An edifice in which dramatic performances or spectacles are exhibited for the amusement of spectators
5679,thee,a.,To thrive
5680,theft,n.,The act of stealing
5681,their,pron. & a.,The possessive case of the personal pronoun they
5682,them,pron.,The objective case of they
5683,theme,n.,A subject or topic on which a person writes or speaks
5684,themselves,pron.,"The plural of himself, herself, and itself"
5685,then,adv.,"At that time (referring to a time specified, either past or future)"
5686,theology,n.,The science of God or of religion
5687,theorem,n.,That which is considered and established as a principle
5688,theoretical,a.,Pertaining to theory
5689,theories,pl. ,of Theory
5690,theory,n.,"A doctrine, or scheme of things, which terminates in speculation or contemplation, without a view to practice"
5691,therapeutic,a.,Alt
5692,therapy,n.,Therapeutics
5693,there,pron.,In or at that place
5694,thereafter,adv.,After that
5695,thereby,adv.,By that
5696,therefore,adv.,"For that or this reason, referring to something previously stated"
5697,thereof,adv.,Of that or this
5698,thermal,a.,Of or pertaining to heat
5699,thesaurus,n.,A treasury or storehouse
5700,these,pron.,The plural of this
5701,thesis,n.,"A position or proposition which a person advances and offers to maintain, or which is actually maintained by argument"
5702,theta,n.,A letter of the Greek alphabet corresponding to th in English
5703,they,obj.,"The plural of he, she, or it"
5704,thick,superl.,"Measuring in the third dimension other than length and breadth, or in general dimension other than length"
5705,thickness,n.,The quality or state of being thick (in any of the senses of the adjective)
5706,thin,superl.,Having little thickness or extent from one surface to its opposite
5707,thing,n.,"Whatever exists, or is conceived to exist, as a separate entity, whether animate or inanimate"
5708,thought,imp. & p. p.,of Think
5709,thinking,p. pr. & vb. n.,of Think
5710,think,v. t.,To seem or appear
5711,third,a.,Next after the second
5712,thirty,a.,Being three times ten
5713,this,pron. & a.,"As a demonstrative pronoun, this denotes something that is present or near in place or time, or something just mentioned, or that is just about to be mentioned"
5714,thong,n.,A strap of leather
5715,thorough,prep.,Through
5716,thoroughly,adv.,In a thorough manner
5717,those,pron.,The plural of that
5718,thou,obj.,"The second personal pronoun, in the singular number, denoting the person addressed"
5719,though,conj.,"Granting, admitting, or supposing that"
5720,thousand,n.,The number of ten hundred
5721,thread,n.,"A very small twist of flax, wool, cotton, silk, or other fibrous substance, drawn out to considerable length"
5722,threaded,imp. & p. p.,of Thread
5723,threat,n.,The expression of an intention to inflict evil or injury on another
5724,threatened,imp. & p. p.,of Threaten
5725,threatening,p. pr. & vb. n.,of Threaten
5726,three,a.,One more than two
5727,threshold,n.,"The plank, stone, or piece of timber, which lies under a door, especially of a dwelling house, church, temple, or the like"
5728,throat,n.,"The part of the neck in front of, or ventral to, the vertebral column"
5729,through,prep.,"From end to end of, or from side to side of"
5730,throughout,prep.,Quite through
5731,throw,n.,Pain
5732,thrown,p. p.,of Throw
5733,throwing,p. pr. & vb. n.,of Throw
5734,thru,"prep., adv. & a.",Through
5735,thumb,n.,"The short, thick first digit of the human hand, differing from the other fingers in having but two phalanges"
5736,thunder,n.,The sound which follows a flash of lightning
5737,thursday,n.,"The fifth day of the week, following Wednesday and preceding Friday"
